Partner ISO,Commodity Code,Trade Value
KEN,81,432068
KEN,82,75034398
KEN,83,103112759
KEN,84,1442041770
KEN,85,1655845496
KEN,86,24072617
KEN,87,1199913702
KEN,88,209461775
KEN,89,13885165
KEN,90,287939389
KEN,91,14197274
KEN,92,1974374
KEN,94,297232450
KEN,95,29325761
KEN,96,155663047
KEN,97,3164603
KEN,99,120921277
KGZ,01,380370
KGZ,02,72698001
KGZ,03,4245466
KGZ,04,9092373
KGZ,05,175068
KGZ,06,1286551
KGZ,07,7666735
KGZ,08,32908152
KGZ,09,10782610
KGZ,10,40956779
KGZ,11,16106167
KGZ,12,4193284
KGZ,13,59353
KGZ,14,2718
KGZ,15,48483631
KGZ,16,7696659
KGZ,17,23018550
KGZ,18,36642969
KGZ,19,38571664
KGZ,20,14357876
KGZ,21,23629447
KGZ,22,43078287
KGZ,23,4151633
KGZ,24,78552869
KGZ,25,18786423
KGZ,26,393796
KGZ,27,452129818
KGZ,28,21441595
KGZ,29,9178163
KGZ,30,102909246
KGZ,31,16023067
KGZ,32,22950126
KGZ,33,33248786
KGZ,34,28317772
KGZ,35,6070962
KGZ,36,6693144
KGZ,37,2376123
KGZ,38,26556749
KGZ,39,143832206
KGZ,40,46613617
KGZ,41,1870588
KGZ,42,154122292
KGZ,43,2000660
KGZ,44,45531267
KGZ,45,455126
KGZ,46,12127
KGZ,47,211741
KGZ,48,45189957
KGZ,49,5118343
KGZ,50,90552
KGZ,51,574345
KGZ,52,399969590
KGZ,53,82186
KGZ,54,287635802
KGZ,55,66363111
KGZ,56,15711375
KGZ,57,12775368
KGZ,58,15712975
KGZ,59,13108734
KGZ,60,197200666
KGZ,61,1144185724
KGZ,62,1587467463
KGZ,63,106720280
KGZ,64,932654579
KGZ,65,39520327
KGZ,66,2242573
KGZ,67,2660907
KGZ,68,20762077
KGZ,69,35895054
KGZ,70,21420725
KGZ,71,35811088
KGZ,72,156802096
KGZ,73,109227822
KGZ,74,2618383
KGZ,75,45226
KGZ,76,19188368
KGZ,78,1004302
KGZ,79,120802
KGZ,80,249072
KGZ,81,1282341
KGZ,82,12041490
KGZ,83,29798409
KGZ,84,306980312
KGZ,85,259871310
KGZ,86,1645170
KGZ,87,134737882
KGZ,88,8806009
KGZ,89,100329
KGZ,90,46073263
KGZ,91,3421222
KGZ,92,84742
KGZ,94,52713373
KGZ,95,13257225
KGZ,96,46275078
KGZ,97,264198
KGZ,99,3894170
KHM,01,40977545
KHM,02,40352397
KHM,03,7432610
KHM,04,66425051
KHM,05,1977173
KHM,06,1297285
KHM,07,3753494
KHM,08,12671152
KHM,09,5040120
KHM,10,14540339
KHM,11,44562663
KHM,12,7507574
KHM,13,3108887
KHM,14,121304
KHM,15,22859947
KHM,16,42146947
KHM,17,317895552
KHM,18,3672970
KHM,19,128178402
KHM,20,43778753
KHM,21,124154283
KHM,22,463647733
KHM,23,76682488
KHM,24,369106001
KHM,25,163528304
KHM,26,1627925
KHM,27,1169199711
KHM,28,12701216
KHM,29,67159765
KHM,30,202383947
KHM,31,46625707
KHM,32,50380852
KHM,33,116058419
KHM,34,56185588
KHM,35,23813338
KHM,36,347669
KHM,37,3039576
KHM,38,91632886
KHM,39,385370089
KHM,40,134726449
KHM,41,130953480
KHM,42,34111855
KHM,43,156643834
KHM,44,46164815
KHM,45,18017
KHM,46,124702
KHM,47,10002
KHM,48,225524256
KHM,49,26831378
KHM,50,1919746
KHM,51,97532966
KHM,52,559588959
KHM,53,22584526
KHM,54,262101685
KHM,55,210965675
KHM,56,89199330
KHM,57,3256213
KHM,58,194091515
KHM,59,102365990
KHM,60,1875046008
KHM,61,164562323
KHM,62,52659841
KHM,63,101432961
KHM,64,80825686
KHM,65,4103899
KHM,66,11297575
KHM,67,1175588
KHM,68,49938693
KHM,69,175700661
KHM,70,38257032
KHM,71,721156712
KHM,72,70904741
KHM,73,192174656
KHM,74,3341055
KHM,75,142798
KHM,76,142822903
KHM,78,191775
KHM,79,1431933
KHM,80,821790
KHM,81,197255
KHM,82,21606658
KHM,83,67441098
KHM,84,1165719935
KHM,85,874108105
KHM,86,382854
KHM,87,1086644162
KHM,88,112031351
KHM,89,6815705
KHM,90,99149972
KHM,91,20467047
KHM,92,587566
KHM,94,60066851
KHM,95,21877129
KHM,96,132303282
KHM,97,247827
KHM,99,30917867
KIR,01,4099
KIR,02,1910107
KIR,03,1258571
KIR,04,930776
KIR,06,1185
KIR,07,279529
KIR,08,80239
KIR,09,294449
KIR,10,33631
KIR,11,1831979
KIR,12,503008
KIR,15,601980
KIR,16,5131094
KIR,17,3492840
KIR,18,42794
KIR,19,3102415
KIR,20,796125
KIR,21,1055191
KIR,22,1402914
KIR,23,249853
KIR,24,2496249
KIR,25,3164917
KIR,27,18219467
KIR,28,195105
KIR,29,95464
KIR,30,928735
KIR,31,6563
KIR,32,806217
KIR,33,497066
KIR,34,948497
KIR,35,80820
KIR,36,19957
KIR,37,25519
KIR,38,415095
KIR,39,2998047
KIR,40,768061
KIR,42,332975
KIR,43,536624
KIR,44,1677045
KIR,45,293
KIR,46,1971
KIR,48,1078699
KIR,49,354858
KIR,51,302499
KIR,52,393016
KIR,54,116431
KIR,55,271393
KIR,56,2981791
KIR,57,6213
KIR,58,165949
KIR,59,7993
KIR,60,167
KIR,61,682080
KIR,62,804214
KIR,63,627384
KIR,64,867934
KIR,65,32464
KIR,66,6846
KIR,67,3700
KIR,68,120842
KIR,69,724792
KIR,70,144908
KIR,71,1988825
KIR,72,997723
KIR,73,3027105
KIR,74,49208
KIR,75,37583
KIR,76,450422
KIR,78,587
KIR,79,23064
KIR,80,1960
KIR,81,8847
KIR,82,322569
KIR,83,326191
KIR,84,9861485
KIR,85,9111750
KIR,86,180
KIR,87,7765761
KIR,88,199784
KIR,89,15454411
KIR,90,2339737
KIR,91,11931
KIR,92,9929
KIR,94,1601640
KIR,95,393441
KIR,96,1384381
KIR,97,3182
KIR,99,5549068
KNA,01,97927
KNA,02,7193960
KNA,03,2088743
KNA,04,2661449
KNA,06,1356705
KNA,07,792370
KNA,08,480714
KNA,09,215240
KNA,10,643649
KNA,11,504879
KNA,12,55009
KNA,13,111947
KNA,14,8338
KNA,15,905728
KNA,16,1493920
KNA,17,1097593
KNA,18,142030
KNA,19,2040028
KNA,20,2597440
KNA,21,2740415
KNA,22,6737042
KNA,23,996887
KNA,24,274309
KNA,25,2418367
KNA,27,7968248
KNA,28,1088916
KNA,29,1415720
KNA,30,3724174
KNA,31,130992
KNA,32,2127345
KNA,33,1467846
KNA,34,1946872
KNA,35,225928
KNA,36,94942
KNA,37,17378
KNA,38,1670061
KNA,39,6460789
KNA,40,1811758
KNA,41,272
KNA,42,711074
KNA,44,9817336
KNA,45,1763
KNA,46,8446
KNA,48,1590713
KNA,49,1040713
KNA,51,78363
KNA,52,28536
KNA,53,3419
KNA,54,7687
KNA,55,78091
KNA,56,133700
KNA,57,155899
KNA,58,17189
KNA,59,67945
KNA,60,133207
KNA,61,1593263
KNA,62,1814131
KNA,63,791054
KNA,64,1121526
KNA,65,239297
KNA,66,123853
KNA,67,135451
KNA,68,2235052
KNA,69,1604646
KNA,70,1686118
KNA,71,7505490
KNA,72,1521863
KNA,73,6498005
KNA,74,524349
KNA,76,3198264
KNA,78,82498
KNA,79,12020
KNA,82,775531
KNA,83,1701409
KNA,84,22753858
KNA,85,27167121
KNA,86,58423
KNA,87,22944353
KNA,88,82429
KNA,89,70618691
KNA,90,3848385
KNA,91,3957648
KNA,92,69891
KNA,94,9677042
KNA,95,1827770
KNA,96,454284
KNA,97,77496
KNA,99,23284956
KOR,01,57142506
KOR,02,3971077818
KOR,03,4040480410
KOR,04,739268520
KOR,05,148090574
KOR,06,97552675
KOR,07,709308689
KOR,08,1321867338
KOR,09,541805043
KOR,10,2596507569
KOR,11,258555949
KOR,12,1422016403
KOR,13,174258907
KOR,14,40760010
KOR,15,1079560731
KOR,16,639296341
KOR,17,416680604
KOR,18,398305192
KOR,19,538062710
KOR,20,1278486471
KOR,21,1096688637
KOR,22,1398070593
KOR,23,1758115806
KOR,24,452026929
KOR,25,594827570
KOR,26,10038427692
KOR,27,36654152161
KOR,28,4522002576
KOR,29,10562137031
KOR,30,4858564818
KOR,31,419058224
KOR,32,2078781539
KOR,33,2507899755
KOR,34,897800603
KOR,35,488225672
KOR,36,61084442
KOR,37,781014942
KOR,38,6015691366
KOR,39,9096498729
KOR,40,2138758136
KOR,41,626891630
KOR,42,2300134135
KOR,43,320665410
KOR,44,2324674890
KOR,45,4742821
KOR,46,40074886
KOR,47,1357583882
KOR,48,1737994684
KOR,49,197512887
KOR,50,63225609
KOR,51,377318187
KOR,52,1067048394
KOR,53,255595829
KOR,54,936633464
KOR,55,782654045
KOR,56,588348511
KOR,57,92221611
KOR,58,82083195
KOR,59,357228256
KOR,60,197773179
KOR,61,3121618160
KOR,62,3459618309
KOR,63,634908170
KOR,64,1723390383
KOR,65,159150325
KOR,66,137039969
KOR,67,104834187
KOR,68,1877696315
KOR,69,1496257349
KOR,70,1942664362
KOR,71,3168685094
KOR,72,13203660556
KOR,73,4426965423
KOR,74,5070928115
KOR,75,608386897
KOR,76,4935359239
KOR,78,186302085
KOR,79,115753669
KOR,80,241714360
KOR,81,641916348
KOR,82,1003830109
KOR,83,479333593
KOR,84,42585607724
KOR,85,72603720146
KOR,86,204190550
KOR,87,14419445568
KOR,88,7369533688
KOR,89,819510799
KOR,90,15986403346
KOR,91,954406887
KOR,92,157971484
KOR,94,2928091114
KOR,95,1666060810
KOR,96,702550411
KOR,97,398961274
KOR,99,5556923856
KWT,01,133953184
KWT,02,395908669
KWT,03,94988946
KWT,04,260650367
KWT,05,823426
KWT,06,21656473
KWT,07,224745927
KWT,08,395128733
KWT,09,79032672
KWT,10,381762940
KWT,11,14407837
KWT,12,37165380
KWT,13,3011402
KWT,14,627793
KWT,15,136846897
KWT,16,101296950
KWT,17,108924678
KWT,18,95907829
KWT,19,263742291
KWT,20,207911828
KWT,21,202406880
KWT,22,79398590
KWT,23,59612185
KWT,24,160297840
KWT,25,279997260
KWT,26,6315520
KWT,27,588511055
KWT,28,56654664
KWT,29,160346125
KWT,30,649575214
KWT,31,11178984
KWT,32,92435646
KWT,33,333168147
KWT,34,215156232
KWT,35,23742383
KWT,36,30672878
KWT,37,9644892
KWT,38,285772499
KWT,39,608630305
KWT,40,413637512
KWT,41,637391
KWT,42,133694524
KWT,43,1344941
KWT,44,185854499
KWT,45,1043157
KWT,46,4604853
KWT,47,11812329
KWT,48,322891216
KWT,49,49188042
KWT,50,1500134
KWT,51,9412609
KWT,52,22162351
KWT,53,4693838
KWT,54,89327451
KWT,55,73575852
KWT,56,18082379
KWT,57,62110890
KWT,58,25012201
KWT,59,16674021
KWT,60,23311645
KWT,61,436398333
KWT,62,418038960
KWT,63,87852528
KWT,64,141302145
KWT,65,12471564
KWT,66,1379786
KWT,67,9992023
KWT,68,235360118
KWT,69,195667111
KWT,70,129374765
KWT,71,1008098331
KWT,72,617728425
KWT,73,1553824545
KWT,74,540103908
KWT,75,10661379
KWT,76,215471575
KWT,78,4929704
KWT,79,7461013
KWT,80,25679503
KWT,81,5490694
KWT,82,84641268
KWT,83,72527383
KWT,84,3758987550
KWT,85,2361283651
KWT,86,8422199
KWT,87,3815691371
KWT,88,584796049
KWT,89,347790282
KWT,90,650864648
KWT,91,180795077
KWT,92,1296584
KWT,94,578028539
KWT,95,77624149
KWT,96,99321706
KWT,97,11720321
KWT,99,213581950
LAO,01,159705183
LAO,02,125494448
LAO,03,1359492
LAO,04,29088152
LAO,05,695821
LAO,06,1988697
LAO,07,4346367
LAO,08,13880401
LAO,09,1083687
LAO,10,77353052
LAO,11,14049977
LAO,12,3190556
LAO,13,1010090
LAO,14,68968
LAO,15,10154151
LAO,16,9936430
LAO,17,69715223
LAO,18,2447694
LAO,19,98478913
LAO,20,28104633
LAO,21,81962867
LAO,22,96906958
LAO,23,46275388
LAO,24,35059045
LAO,25,80159594
LAO,26,3485170
LAO,27,639312429
LAO,28,20212126
LAO,29,41198818
LAO,30,38019813
LAO,31,62046160
LAO,32,14968129
LAO,33,64015041
LAO,34,66703113
LAO,35,3678702
LAO,36,4331051
LAO,37,1436615
LAO,38,30916563
LAO,39,139137751
LAO,40,61267712
LAO,41,1470017
LAO,42,1573755
LAO,43,327197
LAO,44,4471408
LAO,45,11
LAO,46,377005
LAO,47,50481
LAO,48,53584880
LAO,49,8710440
LAO,50,53822
LAO,51,756535
LAO,52,19149832
LAO,53,23215
LAO,54,8330188
LAO,55,32406101
LAO,56,5977060
LAO,57,1539161
LAO,58,6102139
LAO,59,2407120
LAO,60,21738689
LAO,61,2410130
LAO,62,9056784
LAO,63,21047689
LAO,64,5940810
LAO,65,1587295
LAO,66,149841
LAO,67,708957
LAO,68,47009769
LAO,69,53565598
LAO,70,15488928
LAO,71,93063584
LAO,72,104433493
LAO,73,387997414
LAO,74,2953163
LAO,75,23644
LAO,76,68876200
LAO,78,962297
LAO,79,2208217
LAO,80,63335
LAO,81,253403
LAO,82,11063055
LAO,83,12585076
LAO,84,570002496
LAO,85,673799007
LAO,86,79363305
LAO,87,820291695
LAO,88,12981404
LAO,89,2596442
LAO,90,60666539
LAO,91,2879415
LAO,92,355374
LAO,94,29202447
LAO,95,2328380
LAO,96,26879210
LAO,97,98024
LAO,99,65730476
LBN,01,219036491
LBN,02,138524865
LBN,03,68939035
LBN,04,272335849
LBN,05,5188095
LBN,06,17168239
LBN,07,112700648
LBN,08,88565531
LBN,09,95681237
LBN,10,331321710
LBN,11,26471874
LBN,12,83629318
LBN,13,3457425
LBN,14,227988
LBN,15,103404630
LBN,16,82485187
LBN,17,157589963
LBN,18,88369085
LBN,19,214172501
LBN,20,86342883
LBN,21,159953867
LBN,22,125585608
LBN,23,117149458
LBN,24,147703328
LBN,25,53953968
LBN,26,1404402
LBN,27,2574852574
LBN,28,27555571
LBN,29,83100491
LBN,30,960569208
LBN,31,35738658
LBN,32,71944521
LBN,33,243986787
LBN,34,105644333
LBN,35,24410960
LBN,36,13656569
LBN,37,12087752
LBN,38,127564295
LBN,39,625038909
LBN,40,151869316
LBN,41,3575131
LBN,42,76557007
LBN,43,2476172
LBN,44,179669706
LBN,45,1814367
LBN,46,916462
LBN,47,24141707
LBN,48,228412714
LBN,49,74564582
LBN,50,2969930
LBN,51,4298976
LBN,52,23757013
LBN,53,3041238
LBN,54,47841653
LBN,55,38856880
LBN,56,22802002
LBN,57,30818727
LBN,58,26048601
LBN,59,20206659
LBN,60,51860736
LBN,61,179039855
LBN,62,309787564
LBN,63,69621964
LBN,64,102519756
LBN,65,9324922
LBN,66,4290583
LBN,67,6586321
LBN,68,124152805
LBN,69,229216459
LBN,70,114594705
LBN,71,1338470864
LBN,72,404161602
LBN,73,204614753
LBN,74,85475178
LBN,75,1246022
LBN,76,179935170
LBN,78,3670415
LBN,79,1730026
LBN,80,9538254
LBN,81,900438
LBN,82,50323991
LBN,83,74260508
LBN,84,1105753899
LBN,85,814897296
LBN,86,5134897
LBN,87,1712005751
LBN,88,269183805
LBN,89,26790225
LBN,90,305202487
LBN,91,94137610
LBN,92,4606111
LBN,94,301949872
LBN,95,75832860
LBN,96,94657955
LBN,97,29022374
LBN,99,102136106
LBR,01,660066
LBR,02,37357001
LBR,03,7577991
LBR,04,9914765
LBR,05,1047315
LBR,06,45537
LBR,07,5693455
LBR,08,1763834
LBR,09,1561665
LBR,10,104000154
LBR,11,3801895
LBR,12,936650
LBR,13,276789
LBR,15,21397630
LBR,16,7656640
LBR,17,12923977
LBR,18,1662150
LBR,19,15524298
LBR,20,4807259
LBR,21,18443061
LBR,22,17854451
LBR,23,274702
LBR,24,5004788
LBR,25,17685400
LBR,26,66737
LBR,27,351045303
LBR,28,9452103
LBR,29,3250940
LBR,30,33991577
LBR,31,7575271
LBR,32,22795070
LBR,33,9047545
LBR,34,7905908
LBR,35,763430
LBR,36,2685615
LBR,37,1688056
LBR,38,9150503
LBR,39,35678123
LBR,40,10624262
LBR,41,17033
LBR,42,2707655
LBR,43,1
LBR,44,4679423
LBR,45,21812
LBR,46,16361
LBR,47,7
LBR,48,7809689
LBR,49,6780956
LBR,51,2243
LBR,52,2883721
LBR,53,115659
LBR,54,1093260
LBR,55,1474111
LBR,56,1880764
LBR,57,380512
LBR,58,178646
LBR,59,950406
LBR,60,95189
LBR,61,9668270
LBR,62,26543754
LBR,63,18406185
LBR,64,15516409
LBR,65,612165
LBR,66,1323175
LBR,67,670388
LBR,68,1319771
LBR,69,12445182
LBR,70,4081638
LBR,71,756832
LBR,72,21541864
LBR,73,79191566
LBR,74,1739696
LBR,75,1554859
LBR,76,11090215
LBR,78,7392
LBR,79,330840
LBR,80,15682
LBR,81,6646
LBR,82,7758376
LBR,83,8358393
LBR,84,244821150
LBR,85,110660722
LBR,86,1924505
LBR,87,77791568
LBR,88,4086367
LBR,89,6130977154
LBR,90,15964793
LBR,91,12395870
LBR,92,113530
LBR,94,18316790
LBR,95,1620230
LBR,96,9336869
LBR,97,66949
LBR,99,1839195316
LBY,01,321832954
LBY,02,109854708
LBY,03,8112380
LBY,04,386672700
LBY,05,88441
LBY,06,17698350
LBY,07,44997716
LBY,08,62458481
LBY,09,90914870
LBY,10,397054792
LBY,11,30822456
LBY,12,19674845
LBY,13,1714641
LBY,14,277469
LBY,15,282588288
LBY,16,149641648
LBY,17,147151981
LBY,18,48181819
LBY,19,220515904
LBY,20,299167060
LBY,21,95990342
LBY,22,51700568
LBY,23,85032203
LBY,24,138469937
LBY,25,68254474
LBY,26,54122969
LBY,27,1096566497
LBY,28,16343040
LBY,29,22519327
LBY,30,322694404
LBY,31,18043330
LBY,32,36291470
LBY,33,152475133
LBY,34,71126639
LBY,35,6352172
LBY,36,275429
LBY,37,4481561
LBY,38,55519829
LBY,39,317123910
LBY,40,116577617
LBY,41,115182
LBY,42,30694036
LBY,43,3299
LBY,44,59745635
LBY,45,2465444
LBY,46,199278
LBY,47,1830505
LBY,48,99783334
LBY,49,90834006
LBY,50,85425
LBY,51,71297
LBY,52,1727923
LBY,53,199224
LBY,54,32688713
LBY,55,6109527
LBY,56,6848117
LBY,57,43553696
LBY,58,9875002
LBY,59,3567724
LBY,60,5890384
LBY,61,219246018
LBY,62,185341353
LBY,63,53401140
LBY,64,110521347
LBY,65,2800763
LBY,66,401473
LBY,67,1077367
LBY,68,98306190
LBY,69,124976662
LBY,70,37942218
LBY,71,74393675
LBY,72,76788084
LBY,73,159334388
LBY,74,3494958
LBY,75,921601
LBY,76,62287714
LBY,78,57678
LBY,79,221428
LBY,80,230551
LBY,81,99578
LBY,82,19249944
LBY,83,30097639
LBY,84,711867336
LBY,85,801695629
LBY,86,18267100
LBY,87,332290575
LBY,88,11110091
LBY,89,435763634
LBY,90,134607109
LBY,91,9670821
LBY,92,110914
LBY,94,176308509
LBY,95,16865857
LBY,96,98175089
LBY,97,18241
LBY,99,30665169
LCA,01,142636
LCA,02,18112876
LCA,03,3457124
LCA,04,10084308
LCA,05,56059
LCA,06,43501
LCA,07,3599886
LCA,08,993254
LCA,09,762249
LCA,10,2451267
LCA,11,3256261
LCA,12,418738
LCA,13,49147
LCA,14,6169
LCA,15,3452462
LCA,16,5573270
LCA,17,6831924
LCA,18,566939
LCA,19,4532318
LCA,20,6158270
LCA,21,4997794
LCA,22,12369712
LCA,23,3078557
LCA,24,221518
LCA,25,5673667
LCA,26,3321
LCA,27,680546389
LCA,28,699928
LCA,29,632264
LCA,30,7176931
LCA,31,746561
LCA,32,3964032
LCA,33,4861370
LCA,34,2892592
LCA,35,318616
LCA,36,216047
LCA,37,163794
LCA,38,3627524
LCA,39,13377005
LCA,40,4566442
LCA,41,194
LCA,42,625838
LCA,44,11164603
LCA,45,79550
LCA,46,32125
LCA,47,949
LCA,48,7994450
LCA,49,2235188
LCA,51,325
LCA,52,201741
LCA,53,3863
LCA,54,512817
LCA,55,178783
LCA,56,154384
LCA,57,245557
LCA,58,127360
LCA,59,125979
LCA,60,337741
LCA,61,1606180
LCA,62,3277033
LCA,63,2936240
LCA,64,2404059
LCA,65,165779
LCA,66,255553
LCA,67,190811
LCA,68,3708279
LCA,69,3861450
LCA,70,4233625
LCA,71,12350416
LCA,72,4753758
LCA,73,9065353
LCA,74,1015636
LCA,75,4140
LCA,76,5207439
LCA,79,44452
LCA,80,64482
LCA,81,660
LCA,82,1420680
LCA,83,3788603
LCA,84,41779126
LCA,85,26595320
LCA,86,50402
LCA,87,26320541
LCA,88,501338
LCA,89,7049248
LCA,90,5704611
LCA,91,3755392
LCA,92,110872
LCA,94,18129043
LCA,95,1558459
LCA,96,2370405
LCA,97,209621
LCA,99,54159626
LKA,01,2696161
LKA,02,6632848
LKA,03,209324820
LKA,04,228657986
LKA,05,2359463
LKA,06,806237
LKA,07,306858175
LKA,08,74098186
LKA,09,140183782
LKA,10,183149778
LKA,11,11420684
LKA,12,50527522
LKA,13,6690779
LKA,14,8482623
LKA,15,124012957
LKA,16,86192106
LKA,17,281033893
LKA,18,22477912
LKA,19,45367986
LKA,20,16593909
LKA,21,51697829
LKA,22,63694789
LKA,23,104171597
LKA,24,59649561
LKA,25,283861689
LKA,26,3754723
LKA,27,1512298499
LKA,28,97980852
LKA,29,134620297
LKA,30,367422373
LKA,31,102393407
LKA,32,134945830
LKA,33,109756605
LKA,34,52315790
LKA,35,35759564
LKA,36,927061
LKA,37,11272236
LKA,38,195153730
LKA,39,625515073
LKA,40,229386100
LKA,41,12700643
LKA,42,42331965
LKA,43,941690
LKA,44,103420438
LKA,45,106337
LKA,46,1039091
LKA,47,3179916
LKA,48,402476743
LKA,49,28455797
LKA,50,17333058
LKA,51,12788903
LKA,52,632419825
LKA,53,16830460
LKA,54,359365044
LKA,55,252115509
LKA,56,48744145
LKA,57,9531064
LKA,58,193124817
LKA,59,76349018
LKA,60,756650316
LKA,61,80993255
LKA,62,165263795
LKA,63,60187915
LKA,64,46152374
LKA,65,6702080
LKA,66,4528031
LKA,67,3206719
LKA,68,38243818
LKA,69,130632940
LKA,70,82495849
LKA,71,493854130
LKA,72,444838764
LKA,73,418313596
LKA,74,80762065
LKA,75,1335953
LKA,76,118165308
LKA,78,7452864
LKA,79,6551218
LKA,80,1665457
LKA,81,1236773
LKA,82,55773056
LKA,83,92930262
LKA,84,1601139231
LKA,85,1216258538
LKA,86,8420379
LKA,87,1392811680
LKA,88,452079666
LKA,89,296076422
LKA,90,274191971
LKA,91,21314729
LKA,92,7634132
LKA,94,171767565
LKA,95,43010624
LKA,96,90863046
LKA,97,275395
LKA,99,160047718
LSO,01,4845563
LSO,02,37305713
LSO,03,1812608
LSO,04,19733514
LSO,05,1466687
LSO,06,765081
LSO,07,16909375
LSO,08,5517042
LSO,09,8245068
LSO,10,46539105
LSO,11,49423645
LSO,12,3305915
LSO,13,69767
LSO,14,2964
LSO,15,15366334
LSO,16,15439686
LSO,17,14584994
LSO,18,1285091
LSO,19,17157066
LSO,20,12049772
LSO,21,14901361
LSO,22,25556979
LSO,23,10469199
LSO,24,20026098
LSO,25,20407215
LSO,26,178736
LSO,27,160838724
LSO,28,2215739
LSO,29,728507
LSO,30,29321949
LSO,31,3198288
LSO,32,8644495
LSO,33,15436861
LSO,34,22891666
LSO,35,2074912
LSO,36,2152437
LSO,37,227795
LSO,38,11060928
LSO,39,29916133
LSO,40,12744853
LSO,41,1721963
LSO,42,14118488
LSO,43,130536
LSO,44,19817256
LSO,45,4366
LSO,46,19329
LSO,47,105151
LSO,48,20365959
LSO,49,6491209
LSO,50,806577
LSO,51,431183
LSO,52,42430381
LSO,53,46200
LSO,54,18840165
LSO,55,6445973
LSO,56,4288542
LSO,57,1524977
LSO,58,4220635
LSO,59,4044448
LSO,60,54716857
LSO,61,18754651
LSO,62,31762513
LSO,63,7769184
LSO,64,19271014
LSO,65,969106
LSO,66,255393
LSO,67,3132467
LSO,68,4470380
LSO,69,5505156
LSO,70,3781183
LSO,71,583646
LSO,72,14168035
LSO,73,35704477
LSO,74,1119379
LSO,75,3897
LSO,76,5943691
LSO,78,11411
LSO,79,24967
LSO,80,58470
LSO,81,765
LSO,82,2854266
LSO,83,4843081
LSO,84,78506425
LSO,85,83788473
LSO,86,121894
LSO,87,83895960
LSO,88,359750
LSO,89,244779
LSO,90,9584670
LSO,91,177982
LSO,92,157458
LSO,94,19615146
LSO,95,1249171
LSO,96,13500159
LSO,97,11024
LSO,99,2286524
LTU,01,36705033
LTU,02,208084911
LTU,03,765775080
LTU,04,226132228
LTU,05,22261864
LTU,06,55680112
LTU,07,162249240
LTU,08,336087035
LTU,09,128873277
LTU,10,48837719
LTU,11,23194739
LTU,12,69398144
LTU,13,8762461
LTU,14,594197
LTU,15,171478579
LTU,16,106390742
LTU,17,82529309
LTU,18,110894627
LTU,19,116694493
LTU,20,116618916
LTU,21,185582093
LTU,22,291617189
LTU,23,187424174
LTU,24,128197378
LTU,25,215431585
LTU,26,2530965
LTU,27,2267681377
LTU,28,132729518
LTU,29,635279384
LTU,30,997502972
LTU,31,222978679
LTU,32,213260892
LTU,33,235716380
LTU,34,123986445
LTU,35,62446028
LTU,36,4372203
LTU,37,12215984
LTU,38,373989432
LTU,39,1248225207
LTU,40,268292043
LTU,41,36897176
LTU,42,60133820
LTU,43,11688038
LTU,44,538959246
LTU,45,1071556
LTU,46,2606910
LTU,47,28520673
LTU,48,411911930
LTU,49,35521385
LTU,50,2905795
LTU,51,86428633
LTU,52,72366177
LTU,53,45942132
LTU,54,130933570
LTU,55,135649340
LTU,56,82593492
LTU,57,14694801
LTU,58,48237525
LTU,59,48575302
LTU,60,77394776
LTU,61,219724623
LTU,62,219591160
LTU,63,107618382
LTU,64,158409637
LTU,65,8745513
LTU,66,2919959
LTU,67,3753650
LTU,68,115994798
LTU,69,83347582
LTU,70,145433235
LTU,71,119570765
LTU,72,492706965
LTU,73,471850742
LTU,74,82866018
LTU,75,1418832
LTU,76,174224369
LTU,78,2368206
LTU,79,9953517
LTU,80,1732410
LTU,81,2958162
LTU,82,88925766
LTU,83,175377770
LTU,84,2260452605
LTU,85,1960453447
LTU,86,35256706
LTU,87,2344450533
LTU,88,187679733
LTU,89,10392813
LTU,90,456294386
LTU,91,24331315
LTU,92,4616169
LTU,94,361331282
LTU,95,122398659
LTU,96,107738075
LTU,97,2620027
LTU,99,693134815
LUX,01,16974490
LUX,02,157724025
LUX,03,84279964
LUX,04,327153764
LUX,05,5399204
LUX,06,34203738
LUX,07,89278619
LUX,08,173464597
LUX,09,127366204
LUX,10,40231676
LUX,11,10376142
LUX,12,23002112
LUX,13,1797758
LUX,14,751686
LUX,15,32111156
LUX,16,93595022
LUX,17,37017929
LUX,18,79188900
LUX,19,164992098
LUX,20,85410279
LUX,21,100117927
LUX,22,403339130
LUX,23,132864613
LUX,24,161944696
LUX,25,117086075
LUX,26,27590345
LUX,27,1676227360
LUX,28,136869226
LUX,29,122049671
LUX,30,388575224
LUX,31,40945046
LUX,32,242394319
LUX,33,141306326
LUX,34,80885523
LUX,35,97045668
LUX,36,2997481
LUX,37,10141191
LUX,38,163896074
LUX,39,1075424195
LUX,40,598023427
LUX,41,3008158
LUX,42,54362032
LUX,43,1365454
LUX,44,215139218
LUX,45,2041873
LUX,46,997537
LUX,47,2353915
LUX,48,392060083
LUX,49,136301150
LUX,50,154745
LUX,51,591802
LUX,52,1859689
LUX,53,467782
LUX,54,23396501
LUX,55,9987843
LUX,56,72687986
LUX,57,16107323
LUX,58,2138659
LUX,59,23615362
LUX,60,2510961
LUX,61,182635454
LUX,62,202798955
LUX,63,48804353
LUX,64,107435639
LUX,65,7020027
LUX,66,2737409
LUX,67,1486935
LUX,68,166414946
LUX,69,75268970
LUX,70,97532388
