Partner,Partner ISO,Commodity Code,Trade Value
Japan,JPN,55,2503891
Kazakhstan,KAZ,55,9121
Jordan,JOR,55,35622
Kenya,KEN,55,172409
Rep. of Korea,KOR,55,189636
Kuwait,KWT,55,76318
Lao People's Dem. Rep.,LAO,55,117815
Lebanon,LBN,55,179937
Latvia,LVA,55,660256
Lithuania,LTU,55,4917842
Luxembourg,LUX,55,18513
"China, Macao SAR",MAC,55,1284
Madagascar,MDG,55,595481
Malaysia,MYS,55,251583
Maldives,MDV,55,1081
Malta,MLT,55,298695
Mauritania,MRT,55,4225
Mauritius,MUS,55,395947
Mexico,MEX,55,659950
Rep. of Moldova,MDA,55,5497641
Montenegro,MNE,55,7026
Morocco,MAR,55,20039680
Oman,OMN,55,1071130
Netherlands,NLD,55,6742777
New Zealand,NZL,55,1678006
Nigeria,NGA,55,7237795
Norway,NOR,55,940299
Pakistan,PAK,55,1402441
Panama,PAN,55,4869
Paraguay,PRY,55,21854
Peru,PER,55,96560
Philippines,PHL,55,120363
Poland,POL,55,10655574
Portugal,PRT,55,3516200
Qatar,QAT,55,2147137
Romania,ROU,55,67810174
Russian Federation,RUS,55,2488524
Anguilla,AIA,55,20704
Saint Lucia,LCA,55,13256
Saint Vincent and the Grenadines,VCT,55,1076
Saudi Arabia,SAU,55,606141
Serbia,SRB,55,74215
India,IND,55,3440348
Singapore,SGP,55,314091
Slovakia,SVK,55,1376052
Viet Nam,VNM,55,2656359
Slovenia,SVN,55,865438
South Africa,ZAF,55,627867
Spain,ESP,55,4917665
Sweden,SWE,55,3565430
Switzerland,CHE,55,2105137
Tajikistan,TJK,55,2438
Thailand,THA,55,270614
Togo,TGO,55,52944
Trinidad and Tobago,TTO,55,28796
United Arab Emirates,ARE,55,4472261
Tunisia,TUN,55,5443964
Turkey,TUR,55,6589600
Ukraine,UKR,55,3537932
TFYR of Macedonia,MKD,55,1787094
Egypt,EGY,55,112803
USA,USA,55,7682177
Yemen,YEM,55,9569
Afghanistan,AFG,56,26287
Albania,ALB,56,4648
Algeria,DZA,56,180600
Angola,AGO,56,351228
Antigua and Barbuda,ATG,56,52746
Azerbaijan,AZE,56,119521
Argentina,ARG,56,291799
Australia,AUS,56,3911389
Austria,AUT,56,1644173
Bahamas,BHS,56,11975
Bahrain,BHR,56,142644
Bangladesh,BGD,56,188284
Armenia,ARM,56,27199
Barbados,BRB,56,81395
Belgium,BEL,56,3348137
Bermuda,BMU,56,66822
Bolivia (Plurinational State of),BOL,56,3729
Bosnia Herzegovina,BIH,56,6698
Botswana,BWA,56,1860
Brazil,BRA,56,414862
Belize,BLZ,56,8810
Br. Virgin Isds,VGB,56,5398
Brunei Darussalam,BRN,56,28660
Bulgaria,BGR,56,6116161
Cambodia,KHM,56,5825
Cameroon,CMR,56,32630
Canada,CAN,56,4980150
Sri Lanka,LKA,56,1104043
Chile,CHL,56,900156
China,CHN,56,18977642
Colombia,COL,56,121751
Congo,COG,56,87451
Croatia,HRV,56,171623
Cyprus,CYP,56,236041
Czechia,CZE,56,4480602
Denmark,DNK,56,6215671
Dominica,DMA,56,5868
Dominican Rep.,DOM,56,982326
Ecuador,ECU,56,12589
Equatorial Guinea,GNQ,56,113166
Ethiopia,ETH,56,5190
Estonia,EST,56,203488
Faeroe Isds,FRO,56,87797
Falkland Isds (Malvinas),FLK,56,233249
Finland,FIN,56,2974159
France,FRA,56,22178913
French Polynesia,PYF,56,1138
Georgia,GEO,56,39806
Gambia,GMB,56,1622
Germany,DEU,56,36363943
Ghana,GHA,56,1349304
Gibraltar,GIB,56,36906
Greece,GRC,56,1009922
Greenland,GRL,56,2931
Grenada,GRD,56,15243
Guam,GUM,56,4931
Guatemala,GTM,56,6281
Guinea,GIN,56,3888
Guyana,GUY,56,29059
"China, Hong Kong SAR",HKG,56,9224995
Hungary,HUN,56,716773
Iceland,ISL,56,169843
Indonesia,IDN,56,1692749
Iran,IRN,56,24424
Iraq,IRQ,56,1680
Ireland,IRL,56,26355141
Israel,ISR,56,1903116
Italy,ITA,56,11534041
Côte d'Ivoire,CIV,56,5768
Jamaica,JAM,56,22412
Japan,JPN,56,6688667
Kazakhstan,KAZ,56,320326
Jordan,JOR,56,39290
Kenya,KEN,56,105196
Rep. of Korea,KOR,56,2065767
Kuwait,KWT,56,197720
Lao People's Dem. Rep.,LAO,56,19681
Lebanon,LBN,56,150904
Latvia,LVA,56,85363
Libya,LBY,56,53372
Lithuania,LTU,56,1693712
Luxembourg,LUX,56,3423020
"China, Macao SAR",MAC,56,1619
Madagascar,MDG,56,16637
Malawi,MWI,56,30295
Malaysia,MYS,56,8005535
Mali,MLI,56,74
Malta,MLT,56,401934
Mauritania,MRT,56,2106
Mauritius,MUS,56,115393
Mexico,MEX,56,816383
Mongolia,MNG,56,6891
Rep. of Moldova,MDA,56,455745
Montenegro,MNE,56,16286
Morocco,MAR,56,1051996
Mozambique,MOZ,56,6157
Oman,OMN,56,210932
Namibia,NAM,56,8237
Netherlands,NLD,56,22604336
Aruba,ABW,56,31128
Bonaire,BES,56,181527
New Zealand,NZL,56,2176597
Nigeria,NGA,56,399520
Niue,NIU,56,1418
Norway,NOR,56,5705341
Pakistan,PAK,56,643792
Panama,PAN,56,113037
Paraguay,PRY,56,6061
Peru,PER,56,50913
Philippines,PHL,56,30584
Poland,POL,56,11824521
Portugal,PRT,56,1201188
Qatar,QAT,56,224620
Romania,ROU,56,4462703
Russian Federation,RUS,56,2307601
Saint Helena,SHN,56,5380
Saint Kitts and Nevis,KNA,56,2852
Saint Lucia,LCA,56,1091
Saint Vincent and the Grenadines,VCT,56,7869
Saudi Arabia,SAU,56,2350886
Senegal,SEN,56,41398
Serbia,SRB,56,603879
Seychelles,SYC,56,6887
Sierra Leone,SLE,56,1730
India,IND,56,4495319
Singapore,SGP,56,1291893
Slovakia,SVK,56,496777
Viet Nam,VNM,56,970025
Slovenia,SVN,56,294581
South Africa,ZAF,56,1719345
Zimbabwe,ZWE,56,3772
Spain,ESP,56,13384137
Sudan,SDN,56,1774
Suriname,SUR,56,1091
Sweden,SWE,56,11990898
Switzerland,CHE,56,2637991
Thailand,THA,56,1184900
Togo,TGO,56,37864
Trinidad and Tobago,TTO,56,222468
United Arab Emirates,ARE,56,2421821
Tunisia,TUN,56,564025
Turkey,TUR,56,4955413
Uganda,UGA,56,1818
Ukraine,UKR,56,296830
TFYR of Macedonia,MKD,56,346531
Egypt,EGY,56,1591448
United Rep. of Tanzania,TZA,56,4872
USA,USA,56,64283613
Burkina Faso,BFA,56,26056
Uruguay,URY,56,16631
Uzbekistan,UZB,56,16935
Venezuela,VEN,56,342703
Yemen,YEM,56,1153
Zambia,ZMB,56,48931
Albania,ALB,57,1385
Algeria,DZA,57,1158028
Antigua and Barbuda,ATG,57,18828
Azerbaijan,AZE,57,4484
Australia,AUS,57,3732640
Austria,AUT,57,1815008
Bahamas,BHS,57,708092
Bahrain,BHR,57,292456
Bangladesh,BGD,57,112292
Armenia,ARM,57,12345
Barbados,BRB,57,125359
Belgium,BEL,57,12286993
Bermuda,BMU,57,7415
Bolivia (Plurinational State of),BOL,57,1085
Bosnia Herzegovina,BIH,57,7348
Brazil,BRA,57,176728
Brunei Darussalam,BRN,57,5131
Bulgaria,BGR,57,192159
Myanmar,MMR,57,2180
Cameroon,CMR,57,10474
Canada,CAN,57,2357380
Cabo Verde,CPV,57,65553
Cayman Isds,CYM,57,63685
Sri Lanka,LKA,57,146913
Chile,CHL,57,85912
China,CHN,57,2021089
Colombia,COL,57,3985
Dem. Rep. of the Congo,COD,57,2703
Croatia,HRV,57,97523
Cyprus,CYP,57,624397
Czechia,CZE,57,11590511
Denmark,DNK,57,3141029
Dominican Rep.,DOM,57,4981
Ecuador,ECU,57,4596
Ethiopia,ETH,57,26602
Estonia,EST,57,354686
Falkland Isds (Malvinas),FLK,57,166284
Finland,FIN,57,2226714
France,FRA,57,24304351
French Polynesia,PYF,57,2460
Gabon,GAB,57,2783
Georgia,GEO,57,111570
Gambia,GMB,57,3007
Germany,DEU,57,22968265
Ghana,GHA,57,15020
Gibraltar,GIB,57,188098
Greece,GRC,57,639051
Grenada,GRD,57,6415
Guinea,GIN,57,2027
"China, Hong Kong SAR",HKG,57,1189955
Hungary,HUN,57,3599335
Iceland,ISL,57,208065
Indonesia,IDN,57,50803
Iran,IRN,57,527432
Ireland,IRL,57,52825555
Israel,ISR,57,745745
Italy,ITA,57,3908858
Côte d'Ivoire,CIV,57,78928
Japan,JPN,57,1242930
Kazakhstan,KAZ,57,14652
Jordan,JOR,57,254897
Kenya,KEN,57,24597
Rep. of Korea,KOR,57,3076156
Kuwait,KWT,57,709269
Lao People's Dem. Rep.,LAO,57,4844
Lebanon,LBN,57,440362
Latvia,LVA,57,332915
Libya,LBY,57,28953
Lithuania,LTU,57,448783
Luxembourg,LUX,57,963198
"China, Macao SAR",MAC,57,66727
Madagascar,MDG,57,34732
Malaysia,MYS,57,165832
Maldives,MDV,57,2419
Malta,MLT,57,349682
Mauritius,MUS,57,33228
Mexico,MEX,57,221455
Rep. of Moldova,MDA,57,27179
Morocco,MAR,57,259455
Mozambique,MOZ,57,67855
Oman,OMN,57,480828
Nepal,NPL,57,1911
Netherlands,NLD,57,42565610
New Caledonia,NCL,57,6644
New Zealand,NZL,57,200235
Nigeria,NGA,57,408769
Norway,NOR,57,2311997
Pakistan,PAK,57,411330
Panama,PAN,57,2433
Peru,PER,57,25979
Philippines,PHL,57,53964
Poland,POL,57,10567450
Portugal,PRT,57,1622935
Qatar,QAT,57,684166
Romania,ROU,57,1111849
Russian Federation,RUS,57,3663095
Saint Helena,SHN,57,11097
Saint Vincent and the Grenadines,VCT,57,23442
San Marino,SMR,57,1051
Saudi Arabia,SAU,57,571214
Serbia,SRB,57,322601
Seychelles,SYC,57,12020
Sierra Leone,SLE,57,13805
India,IND,57,2119519
Singapore,SGP,57,832138
Slovakia,SVK,57,242746
Viet Nam,VNM,57,118246
Slovenia,SVN,57,574662
South Africa,ZAF,57,638501
Spain,ESP,57,11218060
Sweden,SWE,57,8246670
Switzerland,CHE,57,3341519
Tajikistan,TJK,57,26000
Thailand,THA,57,228780
Trinidad and Tobago,TTO,57,692424
United Arab Emirates,ARE,57,4861061
Tunisia,TUN,57,31611
Turkey,TUR,57,3331474
Uganda,UGA,57,20778
Ukraine,UKR,57,1201742
TFYR of Macedonia,MKD,57,69602
Egypt,EGY,57,536799
United Rep. of Tanzania,TZA,57,113880
USA,USA,57,34176567
Zambia,ZMB,57,1097
Algeria,DZA,58,12225
Andorra,AND,58,1474
Angola,AGO,58,17010
Antigua and Barbuda,ATG,58,12176
Azerbaijan,AZE,58,103904
Argentina,ARG,58,2091
Australia,AUS,58,3412883
Austria,AUT,58,2898400
Bahamas,BHS,58,64500
Bahrain,BHR,58,158741
Bangladesh,BGD,58,165429
Armenia,ARM,58,6503
Barbados,BRB,58,38389
Belgium,BEL,58,4971421
Bermuda,BMU,58,34825
Bolivia (Plurinational State of),BOL,58,1677
Bosnia Herzegovina,BIH,58,6026
Brazil,BRA,58,329911
Belize,BLZ,58,8967
Br. Virgin Isds,VGB,58,14520
Brunei Darussalam,BRN,58,13686
Bulgaria,BGR,58,772643
Cambodia,KHM,58,12902
Cameroon,CMR,58,5744
Canada,CAN,58,1896299
Cayman Isds,CYM,58,1915
Sri Lanka,LKA,58,1075627
Chad,TCD,58,3921
Chile,CHL,58,735791
China,CHN,58,2686127
Colombia,COL,58,24365
Congo,COG,58,2191
Costa Rica,CRI,58,6721
Croatia,HRV,58,90974
Cyprus,CYP,58,239890
Czechia,CZE,58,1691147
Denmark,DNK,58,1235205
Dominica,DMA,58,1376
Dominican Rep.,DOM,58,28246
Ecuador,ECU,58,17778
Equatorial Guinea,GNQ,58,6664
Ethiopia,ETH,58,17971
Estonia,EST,58,722275
Falkland Isds (Malvinas),FLK,58,25988
Fiji,FJI,58,20895
Finland,FIN,58,1060006
France,FRA,58,14737449
French Polynesia,PYF,58,4150
Georgia,GEO,58,10029
Gambia,GMB,58,5154
Germany,DEU,58,15331286
Ghana,GHA,58,24374
Gibraltar,GIB,58,17444
Greece,GRC,58,614531
Grenada,GRD,58,22795
Guam,GUM,58,6398
Guatemala,GTM,58,14508
Guinea,GIN,58,4371
Guyana,GUY,58,94122
Honduras,HND,58,17058
"China, Hong Kong SAR",HKG,58,2922556
Hungary,HUN,58,1955827
Iceland,ISL,58,76979
Indonesia,IDN,58,152867
Iraq,IRQ,58,11862
Ireland,IRL,58,11617438
Israel,ISR,58,366432
Italy,ITA,58,14194658
Côte d'Ivoire,CIV,58,3322
Jamaica,JAM,58,9028
Japan,JPN,58,1819896
Kazakhstan,KAZ,58,34078
Jordan,JOR,58,113420
Kenya,KEN,58,192714
Rep. of Korea,KOR,58,431415
Kuwait,KWT,58,139122
Lao People's Dem. Rep.,LAO,58,44716
Lebanon,LBN,58,391095
Lesotho,LSO,58,1757
Latvia,LVA,58,375238
Lithuania,LTU,58,4059214
Luxembourg,LUX,58,48861
"China, Macao SAR",MAC,58,30228
Madagascar,MDG,58,53442
Malaysia,MYS,58,384522
Malta,MLT,58,152501
Mauritius,MUS,58,262862
Mexico,MEX,58,2360295
Mongolia,MNG,58,6794
Rep. of Moldova,MDA,58,1222103
Montenegro,MNE,58,9101
Montserrat,MSR,58,1888
Morocco,MAR,58,3077844
Oman,OMN,58,208801
Namibia,NAM,58,2700
Nepal,NPL,58,1054
Netherlands,NLD,58,7677250
Saint Maarten,SXM,58,3068
New Zealand,NZL,58,1033767
Nigeria,NGA,58,1447014
Norway,NOR,58,891554
Pakistan,PAK,58,38836
Panama,PAN,58,7357
Peru,PER,58,6704
Philippines,PHL,58,164736
Poland,POL,58,11278079
Portugal,PRT,58,5263859
Qatar,QAT,58,294341
Romania,ROU,58,10678266
Russian Federation,RUS,58,359158
Anguilla,AIA,58,2211
Saint Lucia,LCA,58,66178
Saint Vincent and the Grenadines,VCT,58,29023
San Marino,SMR,58,3746
Saudi Arabia,SAU,58,704368
Senegal,SEN,58,8271
Serbia,SRB,58,101845
Seychelles,SYC,58,5506
India,IND,58,698655
Singapore,SGP,58,642225
Slovakia,SVK,58,663815
Viet Nam,VNM,58,483710
Slovenia,SVN,58,135274
South Africa,ZAF,58,518527
Spain,ESP,58,6809681
Sudan,SDN,58,2465
Suriname,SUR,58,15533
Sweden,SWE,58,3308416
Switzerland,CHE,58,3700450
Thailand,THA,58,461258
Togo,TGO,58,1162
Trinidad and Tobago,TTO,58,60228
United Arab Emirates,ARE,58,2450285
Tunisia,TUN,58,1959678
Turkey,TUR,58,1382545
Uganda,UGA,58,2803
Ukraine,UKR,58,200462
TFYR of Macedonia,MKD,58,88322
Egypt,EGY,58,214504
United Rep. of Tanzania,TZA,58,5683
USA,USA,58,17694915
Uruguay,URY,58,13347
Zambia,ZMB,58,31019
Afghanistan,AFG,59,68865
Albania,ALB,59,1731
Algeria,DZA,59,172397
Angola,AGO,59,42230
Antigua and Barbuda,ATG,59,17739
Azerbaijan,AZE,59,73125
Argentina,ARG,59,224254
Australia,AUS,59,5521143
Austria,AUT,59,5041445
Bahamas,BHS,59,40393
Bahrain,BHR,59,180189
Bangladesh,BGD,59,281508
Armenia,ARM,59,107375
Barbados,BRB,59,55418
Belgium,BEL,59,7906727
Bosnia Herzegovina,BIH,59,37886
Botswana,BWA,59,2326
Brazil,BRA,59,2912638
Belize,BLZ,59,14856
Brunei Darussalam,BRN,59,1858
Bulgaria,BGR,59,2339487
Myanmar,MMR,59,47220
Burundi,BDI,59,3252
Belarus,BLR,59,13476
Cambodia,KHM,59,4944
Cameroon,CMR,59,1988
Canada,CAN,59,10669995
Cayman Isds,CYM,59,9702
Sri Lanka,LKA,59,2192697
Chile,CHL,59,1099090
China,CHN,59,10750719
Colombia,COL,59,63323
Congo,COG,59,75406
Costa Rica,CRI,59,75657
Croatia,HRV,59,420872
Cyprus,CYP,59,391152
Czechia,CZE,59,20204382
Benin,BEN,59,9256
Denmark,DNK,59,4668265
Dominica,DMA,59,2129
Dominican Rep.,DOM,59,1745505
Ecuador,ECU,59,18838
Equatorial Guinea,GNQ,59,11885
Ethiopia,ETH,59,325497
Estonia,EST,59,553674
Faeroe Isds,FRO,59,10321
Falkland Isds (Malvinas),FLK,59,5072
Fiji,FJI,59,20039
Finland,FIN,59,5365360
France,FRA,59,34199652
Gabon,GAB,59,1304
Georgia,GEO,59,306739
Gambia,GMB,59,4399
Germany,DEU,59,85147250
Ghana,GHA,59,117141
Gibraltar,GIB,59,6522
Greece,GRC,59,1893007
Grenada,GRD,59,71177
Guinea,GIN,59,2608
Guyana,GUY,59,90689
Haiti,HTI,59,13312
Honduras,HND,59,17942
"China, Hong Kong SAR",HKG,59,6009186
Hungary,HUN,59,9347488
Iceland,ISL,59,146695
Indonesia,IDN,59,813110
Iran,IRN,59,216542
Iraq,IRQ,59,187838
Ireland,IRL,59,18379401
Israel,ISR,59,3517216
Italy,ITA,59,29965333
Côte d'Ivoire,CIV,59,13074
Jamaica,JAM,59,629602
Japan,JPN,59,1875076
Kazakhstan,KAZ,59,256101
Jordan,JOR,59,232087
Kenya,KEN,59,386557
Rep. of Korea,KOR,59,3154510
Kuwait,KWT,59,249473
Lao People's Dem. Rep.,LAO,59,120360
Lebanon,LBN,59,315923
Latvia,LVA,59,280608
Liberia,LBR,59,182889
Libya,LBY,59,3154
Lithuania,LTU,59,1273060
Luxembourg,LUX,59,97688
"China, Macao SAR",MAC,59,67115
Madagascar,MDG,59,41538
Malaysia,MYS,59,1541638
Maldives,MDV,59,14745
Mali,MLI,59,76307
Malta,MLT,59,867847
Mauritius,MUS,59,54598
Mexico,MEX,59,2119926
Rep. of Moldova,MDA,59,1171991
Montserrat,MSR,59,2214
Morocco,MAR,59,2092896
Mozambique,MOZ,59,14106
Oman,OMN,59,136537
Namibia,NAM,59,16723
Nepal,NPL,59,41346
Netherlands,NLD,59,28227219
Curaçao,CUW,59,5454
Bonaire,BES,59,4994
New Zealand,NZL,59,1451371
Nigeria,NGA,59,906231
Norway,NOR,59,6048963
Marshall Isds,MHL,59,30775
Pakistan,PAK,59,388851
Panama,PAN,59,33152
Papua New Guinea,PNG,59,6390
Paraguay,PRY,59,6784
Peru,PER,59,79798
Philippines,PHL,59,536749
Poland,POL,59,52363840
Portugal,PRT,59,4708559
Qatar,QAT,59,391993
Romania,ROU,59,14389176
Russian Federation,RUS,59,554208
Saint Helena,SHN,59,1047
Saint Lucia,LCA,59,14954
Saint Vincent and the Grenadines,VCT,59,2156
Saudi Arabia,SAU,59,1675013
Serbia,SRB,59,1116850
Sierra Leone,SLE,59,14583
India,IND,59,4228691
Singapore,SGP,59,1897845
Slovakia,SVK,59,3984746
Viet Nam,VNM,59,1800224
Slovenia,SVN,59,1519477
Somalia,SOM,59,5996
South Africa,ZAF,59,3185866
Zimbabwe,ZWE,59,4352
Spain,ESP,59,20239009
South Sudan,SSD,59,35232
Sudan,SDN,59,22400
Suriname,SUR,59,1146
Sweden,SWE,59,7938278
Switzerland,CHE,59,2692151
Thailand,THA,59,1566732
Togo,TGO,59,6557
Trinidad and Tobago,TTO,59,97391
United Arab Emirates,ARE,59,6234287
Tunisia,TUN,59,1378157
Turkey,TUR,59,11769690
Turkmenistan,TKM,59,1395
Turks and Caicos Isds,TCA,59,18623
Uganda,UGA,59,22692
Ukraine,UKR,59,260954
TFYR of Macedonia,MKD,59,1693103
Egypt,EGY,59,1692743
United Rep. of Tanzania,TZA,59,3545
USA,USA,59,41190871
Uruguay,URY,59,8336
Venezuela,VEN,59,7588
Yemen,YEM,59,10937
Zambia,ZMB,59,6979
Antigua and Barbuda,ATG,60,10314
Australia,AUS,60,1411970
Austria,AUT,60,2177359
Bahrain,BHR,60,7744
Bangladesh,BGD,60,23305
Armenia,ARM,60,63504
Barbados,BRB,60,120628
Belgium,BEL,60,11493303
Brazil,BRA,60,16036
Bulgaria,BGR,60,1569307
Myanmar,MMR,60,95358
Belarus,BLR,60,1345
Cambodia,KHM,60,23628
Canada,CAN,60,506306
Cabo Verde,CPV,60,2318
Cayman Isds,CYM,60,4418
Sri Lanka,LKA,60,2160627
Chile,CHL,60,571543
China,CHN,60,1911540
Colombia,COL,60,7884
Costa Rica,CRI,60,788275
Croatia,HRV,60,10218
Cyprus,CYP,60,75451
Czechia,CZE,60,1325459
Denmark,DNK,60,2071162
Dominican Rep.,DOM,60,78774
Estonia,EST,60,972578
Falkland Isds (Malvinas),FLK,60,6541
Finland,FIN,60,1395333
France,FRA,60,7230178
Gambia,GMB,60,918968
State of Palestine,PSE,60,12163
Germany,DEU,60,10942036
Gibraltar,GIB,60,21173
Greece,GRC,60,109035
Grenada,GRD,60,22365
"China, Hong Kong SAR",HKG,60,1525212
Hungary,HUN,60,2218228
Iceland,ISL,60,65719
Indonesia,IDN,60,251434
Iran,IRN,60,2703
Ireland,IRL,60,9404801
Israel,ISR,60,330424
Italy,ITA,60,4139297
Japan,JPN,60,2131951
Jordan,JOR,60,1160
Kenya,KEN,60,11552
Rep. of Korea,KOR,60,216736
Kuwait,KWT,60,7721
Lao People's Dem. Rep.,LAO,60,9165
Lebanon,LBN,60,132355
Latvia,LVA,60,506258
Lithuania,LTU,60,3594814
Luxembourg,LUX,60,11317
"China, Macao SAR",MAC,60,1351
Madagascar,MDG,60,176677
Malaysia,MYS,60,39267
Malta,MLT,60,92957
Mauritius,MUS,60,32222
Mexico,MEX,60,127137
Rep. of Moldova,MDA,60,13032324
Morocco,MAR,60,15929971
Oman,OMN,60,94237
Netherlands,NLD,60,4570610
New Zealand,NZL,60,410360
Norway,NOR,60,267158
Pakistan,PAK,60,35914
Panama,PAN,60,1391
Peru,PER,60,3595
Philippines,PHL,60,165090
Poland,POL,60,6126167
Portugal,PRT,60,1467127
Qatar,QAT,60,46550
Romania,ROU,60,13086909
Russian Federation,RUS,60,179539
Saint Kitts and Nevis,KNA,60,2674
Saint Lucia,LCA,60,2299
Saint Vincent and the Grenadines,VCT,60,4926
Saudi Arabia,SAU,60,185240
Serbia,SRB,60,38766
Seychelles,SYC,60,1946
India,IND,60,860309
Singapore,SGP,60,89935
Slovakia,SVK,60,96371
Viet Nam,VNM,60,188849
Slovenia,SVN,60,444936
South Africa,ZAF,60,757387
Zimbabwe,ZWE,60,15766
Spain,ESP,60,1835657
Sudan,SDN,60,3077
Sweden,SWE,60,3923273
Switzerland,CHE,60,237145
Thailand,THA,60,218973
United Arab Emirates,ARE,60,2888528
Tunisia,TUN,60,4138486
Turkey,TUR,60,794216
Ukraine,UKR,60,93684
TFYR of Macedonia,MKD,60,292680
Egypt,EGY,60,63375
USA,USA,60,3644250
Uruguay,URY,60,39263
Afghanistan,AFG,61,34422
Albania,ALB,61,42363
Algeria,DZA,61,2780303
Andorra,AND,61,138957
Angola,AGO,61,83638
Antigua and Barbuda,ATG,61,66728
Azerbaijan,AZE,61,1155327
Australia,AUS,61,50112944
Austria,AUT,61,48402500
Bahamas,BHS,61,52013
Bahrain,BHR,61,4103206
Bangladesh,BGD,61,322629
Armenia,ARM,61,418666
Barbados,BRB,61,150113
Belgium,BEL,61,121472089
Bermuda,BMU,61,782400
Bolivia (Plurinational State of),BOL,61,2811
Bosnia Herzegovina,BIH,61,494529
Botswana,BWA,61,15116
Brazil,BRA,61,1600578
Br. Virgin Isds,VGB,61,15308
Brunei Darussalam,BRN,61,219062
Bulgaria,BGR,61,6608685
Myanmar,MMR,61,130984
Belarus,BLR,61,2753710
Cambodia,KHM,61,161463
Cameroon,CMR,61,36981
Canada,CAN,61,50422194
Cabo Verde,CPV,61,52469
Cayman Isds,CYM,61,14917
Central African Rep.,CAF,61,3656
Sri Lanka,LKA,61,345299
Chad,TCD,61,21172
Chile,CHL,61,2200400
China,CHN,61,15831299
Colombia,COL,61,228100
Congo,COG,61,11405
Dem. Rep. of the Congo,COD,61,156488
Costa Rica,CRI,61,59208
Croatia,HRV,61,4806753
Cuba,CUB,61,4362
Cyprus,CYP,61,22673621
Czechia,CZE,61,59239954
Benin,BEN,61,15983
Denmark,DNK,61,50658204
Dominican Rep.,DOM,61,176351
Ecuador,ECU,61,1784
El Salvador,SLV,61,37318
Equatorial Guinea,GNQ,61,46783
Ethiopia,ETH,61,48934
Eritrea,ERI,61,1827
Estonia,EST,61,5695720
Faeroe Isds,FRO,61,28545
Falkland Isds (Malvinas),FLK,61,231080
Fiji,FJI,61,3919
Finland,FIN,61,22725176
France,FRA,61,330165775
French Polynesia,PYF,61,3500
Gabon,GAB,61,10182
Georgia,GEO,61,1002684
Gambia,GMB,61,13937
Germany,DEU,61,752060349
Ghana,GHA,61,243427
Gibraltar,GIB,61,4069543
Greece,GRC,61,37713844
Greenland,GRL,61,74491
Grenada,GRD,61,18105
Guam,GUM,61,18661
Guinea,GIN,61,6757
Guyana,GUY,61,54124
Honduras,HND,61,164814
"China, Hong Kong SAR",HKG,61,45973312
Hungary,HUN,61,49171749
Iceland,ISL,61,3503080
Indonesia,IDN,61,3880294
Iran,IRN,61,1756336
Iraq,IRQ,61,129039
Ireland,IRL,61,539867116
Israel,ISR,61,4956444
Italy,ITA,61,170043753
Côte d'Ivoire,CIV,61,42765
Jamaica,JAM,61,18504
Japan,JPN,61,36548960
Kazakhstan,KAZ,61,1171093
Jordan,JOR,61,1077957
Kenya,KEN,61,480529
Rep. of Korea,KOR,61,11415547
Kuwait,KWT,61,6810145
Kyrgyzstan,KGZ,61,3108
Lao People's Dem. Rep.,LAO,61,10032
Lebanon,LBN,61,2194868
Lesotho,LSO,61,6900
Latvia,LVA,61,4636738
Liberia,LBR,61,2679
Libya,LBY,61,878233
Lithuania,LTU,61,5350238
Luxembourg,LUX,61,5321739
"China, Macao SAR",MAC,61,2212059
Madagascar,MDG,61,12803
Malawi,MWI,61,37925
Malaysia,MYS,61,5445001
Maldives,MDV,61,289514
Mali,MLI,61,3972
Malta,MLT,61,14776515
Mauritania,MRT,61,2230
Mauritius,MUS,61,160960
Mexico,MEX,61,1629557
Mongolia,MNG,61,147843
Rep. of Moldova,MDA,61,14612
Montenegro,MNE,61,13860
Montserrat,MSR,61,1233
Morocco,MAR,61,734020
Mozambique,MOZ,61,5371
Oman,OMN,61,248214
Namibia,NAM,61,5353
Nepal,NPL,61,8540
Netherlands,NLD,61,175846137
Curaçao,CUW,61,2874
Saint Maarten,SXM,61,100724
Bonaire,BES,61,40206
New Caledonia,NCL,61,21773
New Zealand,NZL,61,7725915
Nigeria,NGA,61,2667623
Norway,NOR,61,9891693
Pakistan,PAK,61,2102967
Panama,PAN,61,208594
Papua New Guinea,PNG,61,3889
Paraguay,PRY,61,62186
Peru,PER,61,603257
Philippines,PHL,61,2413218
Poland,POL,61,63591617
Portugal,PRT,61,14717219
Timor-Leste,TLS,61,1961
Qatar,QAT,61,4773488
Romania,ROU,61,10393988
Russian Federation,RUS,61,30753585
Rwanda,RWA,61,5371
Saint Helena,SHN,61,106942
Anguilla,AIA,61,6996
Saint Lucia,LCA,61,42255
Saint Vincent and the Grenadines,VCT,61,76961
San Marino,SMR,61,248470
Saudi Arabia,SAU,61,15036775
Senegal,SEN,61,21859
Serbia,SRB,61,457135
Seychelles,SYC,61,97732
Sierra Leone,SLE,61,58517
India,IND,61,6205252
Singapore,SGP,61,9476988
Slovakia,SVK,61,24660177
Viet Nam,VNM,61,4257169
Slovenia,SVN,61,7801176
South Africa,ZAF,61,3723269
Zimbabwe,ZWE,61,42496
Spain,ESP,61,138655584
South Sudan,SSD,61,11676
Sudan,SDN,61,23658
Swaziland,SWZ,61,6342
Sweden,SWE,61,65770135
Switzerland,CHE,61,23433947
Syria,SYR,61,20547
Tajikistan,TJK,61,3872
Thailand,THA,61,3155413
Togo,TGO,61,9256
