Partner,Partner ISO,Commodity Code,Trade Value
Trinidad and Tobago,TTO,61,48369
United Arab Emirates,ARE,61,58659927
Tunisia,TUN,61,73257
Turkey,TUR,61,30933126
Turkmenistan,TKM,61,56905
Turks and Caicos Isds,TCA,61,15532
Uganda,UGA,61,182848
Ukraine,UKR,61,3324945
TFYR of Macedonia,MKD,61,12333
Egypt,EGY,61,972410
United Rep. of Tanzania,TZA,61,57893
USA,USA,61,181610106
Uruguay,URY,61,151447
Uzbekistan,UZB,61,1066
Venezuela,VEN,61,5887
Samoa,WSM,61,5892
Yemen,YEM,61,1361
Zambia,ZMB,61,295804
Afghanistan,AFG,62,249938
Albania,ALB,62,208933
Algeria,DZA,62,608713
Andorra,AND,62,392316
Angola,AGO,62,438827
Antigua and Barbuda,ATG,62,63994
Azerbaijan,AZE,62,1551062
Argentina,ARG,62,87912
Australia,AUS,62,123837705
Austria,AUT,62,55909035
Bahamas,BHS,62,314708
Bahrain,BHR,62,11095117
Bangladesh,BGD,62,468061
Armenia,ARM,62,420015
Barbados,BRB,62,324076
Belgium,BEL,62,104999434
Bermuda,BMU,62,915257
Bhutan,BTN,62,8818
Bolivia (Plurinational State of),BOL,62,6275
Bosnia Herzegovina,BIH,62,205804
Botswana,BWA,62,182641
Brazil,BRA,62,3741241
Br. Virgin Isds,VGB,62,71629
Brunei Darussalam,BRN,62,459583
Bulgaria,BGR,62,8472950
Myanmar,MMR,62,66516
Burundi,BDI,62,1419
Belarus,BLR,62,1706221
Cambodia,KHM,62,371678
Cameroon,CMR,62,104117
Canada,CAN,62,34914361
Cabo Verde,CPV,62,17513
Cayman Isds,CYM,62,52688
Central African Rep.,CAF,62,10738
Sri Lanka,LKA,62,577912
Chad,TCD,62,66781
Chile,CHL,62,3720873
China,CHN,62,30063440
Colombia,COL,62,694191
Congo,COG,62,28725
Dem. Rep. of the Congo,COD,62,19600
Costa Rica,CRI,62,71450
Croatia,HRV,62,7304229
Cuba,CUB,62,23337
Cyprus,CYP,62,21535443
Czechia,CZE,62,71201215
Benin,BEN,62,26498
Denmark,DNK,62,51389526
Dominica,DMA,62,14575
Dominican Rep.,DOM,62,229683
Ecuador,ECU,62,13040
Equatorial Guinea,GNQ,62,123243
Ethiopia,ETH,62,461908
Eritrea,ERI,62,7000
Estonia,EST,62,5959640
Faeroe Isds,FRO,62,43742
Falkland Isds (Malvinas),FLK,62,188797
Fiji,FJI,62,3415
Finland,FIN,62,26150000
France,FRA,62,456172024
French Polynesia,PYF,62,23010
Djibouti,DJI,62,2230
Gabon,GAB,62,23704
Georgia,GEO,62,1544121
Gambia,GMB,62,34218
Germany,DEU,62,923988389
Ghana,GHA,62,1387559
Gibraltar,GIB,62,2633637
Greece,GRC,62,37739533
Greenland,GRL,62,69024
Grenada,GRD,62,48677
Guam,GUM,62,32491
Guatemala,GTM,62,75325
Guinea,GIN,62,10838
Guyana,GUY,62,710062
Heard Island and McDonald Islands,HMD,62,1069
Honduras,HND,62,12201
"China, Hong Kong SAR",HKG,62,121129691
Hungary,HUN,62,36626147
Iceland,ISL,62,4125436
Indonesia,IDN,62,5670283
Iran,IRN,62,1856698
Iraq,IRQ,62,411618
Ireland,IRL,62,599550110
Israel,ISR,62,9068488
Italy,ITA,62,292370045
Côte d'Ivoire,CIV,62,113524
Jamaica,JAM,62,123059
Japan,JPN,62,44046757
Kazakhstan,KAZ,62,3351417
Jordan,JOR,62,1679318
Kenya,KEN,62,1699482
Rep. of Korea,KOR,62,25965381
Kuwait,KWT,62,17155194
Kyrgyzstan,KGZ,62,6275
Lao People's Dem. Rep.,LAO,62,67047
Lebanon,LBN,62,4367041
Latvia,LVA,62,7334617
Libya,LBY,62,3118076
Lithuania,LTU,62,6338309
Luxembourg,LUX,62,8314733
"China, Macao SAR",MAC,62,3320579
Madagascar,MDG,62,4502
Malawi,MWI,62,8519
Malaysia,MYS,62,10753695
Maldives,MDV,62,215975
Mali,MLI,62,76388
Malta,MLT,62,16690574
Mauritania,MRT,62,44031
Mauritius,MUS,62,170029
Mexico,MEX,62,2246115
Mongolia,MNG,62,180991
Rep. of Moldova,MDA,62,673277
Montenegro,MNE,62,88473
Morocco,MAR,62,3372691
Mozambique,MOZ,62,16294
Oman,OMN,62,1408095
Namibia,NAM,62,43020
Nepal,NPL,62,33953
Netherlands,NLD,62,151612163
Curaçao,CUW,62,27210
Aruba,ABW,62,3325
Saint Maarten,SXM,62,676522
Bonaire,BES,62,73741
New Caledonia,NCL,62,62062
New Zealand,NZL,62,23528080
Nigeria,NGA,62,5026735
Norway,NOR,62,14636295
Marshall Isds,MHL,62,7619
Palau,PLW,62,1135
Pakistan,PAK,62,1679348
Panama,PAN,62,559592
Paraguay,PRY,62,5465
Peru,PER,62,1115926
Philippines,PHL,62,2744056
Poland,POL,62,89354161
Portugal,PRT,62,26904947
Timor-Leste,TLS,62,14600
Qatar,QAT,62,12644770
Romania,ROU,62,19756456
Russian Federation,RUS,62,43289981
Rwanda,RWA,62,25230
Saint Helena,SHN,62,97767
Saint Kitts and Nevis,KNA,62,13709
Anguilla,AIA,62,15140
Saint Lucia,LCA,62,262188
Saint Vincent and the Grenadines,VCT,62,42785
San Marino,SMR,62,465467
Sao Tome and Principe,STP,62,8509
Saudi Arabia,SAU,62,34505121
Senegal,SEN,62,49460
Serbia,SRB,62,511376
Seychelles,SYC,62,120901
Sierra Leone,SLE,62,420171
India,IND,62,7186463
Singapore,SGP,62,21599917
Slovakia,SVK,62,13480143
Viet Nam,VNM,62,4545003
Slovenia,SVN,62,5327634
Somalia,SOM,62,70268
South Africa,ZAF,62,6902233
Zimbabwe,ZWE,62,202716
Spain,ESP,62,205088557
South Sudan,SSD,62,9082
Sudan,SDN,62,41594
Swaziland,SWZ,62,11744
Sweden,SWE,62,75807498
Switzerland,CHE,62,34907990
Thailand,THA,62,7965569
Togo,TGO,62,51603
Trinidad and Tobago,TTO,62,1279563
United Arab Emirates,ARE,62,69032624
Tunisia,TUN,62,819767
Turkey,TUR,62,32534494
Turkmenistan,TKM,62,120114
Turks and Caicos Isds,TCA,62,20935
Uganda,UGA,62,193691
Ukraine,UKR,62,4361886
TFYR of Macedonia,MKD,62,194089
Egypt,EGY,62,2315466
United Rep. of Tanzania,TZA,62,166718
USA,USA,62,308647498
Burkina Faso,BFA,62,2568
Uruguay,URY,62,84335
Uzbekistan,UZB,62,3668
Venezuela,VEN,62,4516
Yemen,YEM,62,43970
Zambia,ZMB,62,478493
Afghanistan,AFG,63,49645
Albania,ALB,63,66004
Algeria,DZA,63,123076
Andorra,AND,63,7242
Angola,AGO,63,965841
Antigua and Barbuda,ATG,63,2876465
Azerbaijan,AZE,63,300947
Argentina,ARG,63,232061
Australia,AUS,63,4968319
Austria,AUT,63,3625650
Bahamas,BHS,63,18867
Bahrain,BHR,63,705166
Bangladesh,BGD,63,115808
Armenia,ARM,63,69764
Barbados,BRB,63,226900
Belgium,BEL,63,15938989
Bermuda,BMU,63,145702
Bolivia (Plurinational State of),BOL,63,3081
Bosnia Herzegovina,BIH,63,10582
Botswana,BWA,63,253891
Brazil,BRA,63,481877
Belize,BLZ,63,1
Br. Virgin Isds,VGB,63,45638
Brunei Darussalam,BRN,63,209806
Bulgaria,BGR,63,1533704
Myanmar,MMR,63,4062
Belarus,BLR,63,220219
Cambodia,KHM,63,3899
Cameroon,CMR,63,4497869
Canada,CAN,63,4763824
Cabo Verde,CPV,63,40792
Cayman Isds,CYM,63,112618
Central African Rep.,CAF,63,8499
Sri Lanka,LKA,63,522929
Chad,TCD,63,1216
Chile,CHL,63,444289
China,CHN,63,4879665
Colombia,COL,63,253696
Congo,COG,63,203979
Dem. Rep. of the Congo,COD,63,59159
Costa Rica,CRI,63,134299
Croatia,HRV,63,943190
Cyprus,CYP,63,1471718
Czechia,CZE,63,10127142
Benin,BEN,63,14650953
Denmark,DNK,63,16119057
Dominican Rep.,DOM,63,141015
Ecuador,ECU,63,5515
Equatorial Guinea,GNQ,63,1380899
Ethiopia,ETH,63,52644
Estonia,EST,63,2964876
Faeroe Isds,FRO,63,78182
Falkland Isds (Malvinas),FLK,63,168756
Fiji,FJI,63,177895
Finland,FIN,63,4355912
France,FRA,63,41196353
French Polynesia,PYF,63,12002
Djibouti,DJI,63,3058
Gabon,GAB,63,1159104
Georgia,GEO,63,1323103
Gambia,GMB,63,1332146
Germany,DEU,63,79407545
Ghana,GHA,63,96891658
Gibraltar,GIB,63,754935
Greece,GRC,63,2906983
Greenland,GRL,63,65982
Grenada,GRD,63,42919
Guam,GUM,63,1589
Guatemala,GTM,63,8341
Guinea,GIN,63,987171
Guyana,GUY,63,18259
Honduras,HND,63,38496
"China, Hong Kong SAR",HKG,63,24546299
Hungary,HUN,63,29514145
Iceland,ISL,63,752705
Indonesia,IDN,63,461648
Iran,IRN,63,50322
Iraq,IRQ,63,873531
Ireland,IRL,63,113802507
Israel,ISR,63,1118410
Italy,ITA,63,21448948
Côte d'Ivoire,CIV,63,13379787
Jamaica,JAM,63,28563
Japan,JPN,63,3416098
Kazakhstan,KAZ,63,349659
Jordan,JOR,63,4422152
Kenya,KEN,63,23275324
Rep. of Korea,KOR,63,2859243
Kuwait,KWT,63,1279810
Kyrgyzstan,KGZ,63,2395
Lao People's Dem. Rep.,LAO,63,2591
Lebanon,LBN,63,629904
Latvia,LVA,63,9279066
Liberia,LBR,63,11479
Libya,LBY,63,146417
Lithuania,LTU,63,10501569
Luxembourg,LUX,63,2710423
"China, Macao SAR",MAC,63,2026173
Madagascar,MDG,63,7860
Malawi,MWI,63,97555
Malaysia,MYS,63,1138077
Maldives,MDV,63,83447
Malta,MLT,63,4446274
Mauritius,MUS,63,147859
Mexico,MEX,63,383054
Mongolia,MNG,63,25730
Rep. of Moldova,MDA,63,50818
Montenegro,MNE,63,10999
Morocco,MAR,63,527360
Mozambique,MOZ,63,721445
Oman,OMN,63,1860622
Namibia,NAM,63,13405
Netherlands,NLD,63,31973635
Curaçao,CUW,63,5462
Aruba,ABW,63,2581
Bonaire,BES,63,594346
New Caledonia,NCL,63,1341
New Zealand,NZL,63,1461660
Nigeria,NGA,63,35202443
Norway,NOR,63,3750111
Pakistan,PAK,63,47502555
Panama,PAN,63,311615
Paraguay,PRY,63,1596
Peru,PER,63,28046
Philippines,PHL,63,1628741
Poland,POL,63,64883715
Portugal,PRT,63,2807327
Guinea-Bissau,GNB,63,89609
Timor-Leste,TLS,63,1816
Qatar,QAT,63,3128364
Romania,ROU,63,4417286
Russian Federation,RUS,63,2268908
Rwanda,RWA,63,17850
Saint Helena,SHN,63,62611
Saint Kitts and Nevis,KNA,63,6950
Anguilla,AIA,63,30065
Saint Lucia,LCA,63,67865
Saint Vincent and the Grenadines,VCT,63,39313
San Marino,SMR,63,6895
Saudi Arabia,SAU,63,3922087
Senegal,SEN,63,3000129
Serbia,SRB,63,715477
Seychelles,SYC,63,77582
Sierra Leone,SLE,63,1943837
India,IND,63,12265469
Singapore,SGP,63,6529595
Slovakia,SVK,63,3704275
Viet Nam,VNM,63,213871
Slovenia,SVN,63,857925
Somalia,SOM,63,381164
South Africa,ZAF,63,4222152
Zimbabwe,ZWE,63,279164
Spain,ESP,63,18134167
Sudan,SDN,63,283439
Swaziland,SWZ,63,3041
Sweden,SWE,63,8804666
Switzerland,CHE,63,7036029
Syria,SYR,63,83290
Thailand,THA,63,1270624
Togo,TGO,63,18126566
Tonga,TON,63,188634
Trinidad and Tobago,TTO,63,505355
United Arab Emirates,ARE,63,28446966
Tunisia,TUN,63,1223266
Turkey,TUR,63,9732922
Turkmenistan,TKM,63,60701
Turks and Caicos Isds,TCA,63,4425
Uganda,UGA,63,157453
Ukraine,UKR,63,33357561
TFYR of Macedonia,MKD,63,39029
Egypt,EGY,63,1367376
United Rep. of Tanzania,TZA,63,1293553
USA,USA,63,33844527
Uruguay,URY,63,80959
Uzbekistan,UZB,63,3122
Venezuela,VEN,63,222441
Yemen,YEM,63,17382
Zambia,ZMB,63,1041801
Afghanistan,AFG,64,44832
Albania,ALB,64,51438
Antarctica,ATA,64,6334
Algeria,DZA,64,796496
Andorra,AND,64,392317
Angola,AGO,64,155345
Antigua and Barbuda,ATG,64,1816
Azerbaijan,AZE,64,423978
Argentina,ARG,64,33989
Australia,AUS,64,14885597
Austria,AUT,64,29382542
Bahamas,BHS,64,210176
Bahrain,BHR,64,1564826
Bangladesh,BGD,64,12736
Armenia,ARM,64,193964
Barbados,BRB,64,122537
Belgium,BEL,64,94276215
Bermuda,BMU,64,100660
Bosnia Herzegovina,BIH,64,1397
Botswana,BWA,64,18148
Brazil,BRA,64,479093
Br. Virgin Isds,VGB,64,7179
Brunei Darussalam,BRN,64,73777
Bulgaria,BGR,64,4826720
Myanmar,MMR,64,2768
Belarus,BLR,64,276344
Cambodia,KHM,64,178468
Cameroon,CMR,64,125350
Canada,CAN,64,5008634
Cayman Isds,CYM,64,1310
Central African Rep.,CAF,64,1622
Sri Lanka,LKA,64,173847
Chad,TCD,64,2433
Chile,CHL,64,1962380
China,CHN,64,9925720
Colombia,COL,64,43459
Congo,COG,64,2535
Dem. Rep. of the Congo,COD,64,4953
Costa Rica,CRI,64,12693
Croatia,HRV,64,3639471
Cyprus,CYP,64,6927831
Czechia,CZE,64,27834125
Benin,BEN,64,21163
Denmark,DNK,64,21456979
Dominica,DMA,64,2747
Dominican Rep.,DOM,64,105209
Ecuador,ECU,64,2773
Equatorial Guinea,GNQ,64,9141
Ethiopia,ETH,64,4606
Estonia,EST,64,3009402
Faeroe Isds,FRO,64,22431
Falkland Isds (Malvinas),FLK,64,51979
Finland,FIN,64,9713483
France,FRA,64,229915683
French Polynesia,PYF,64,5117
Gabon,GAB,64,17742
Georgia,GEO,64,294833
Gambia,GMB,64,46576
Germany,DEU,64,403331383
Ghana,GHA,64,754873
Gibraltar,GIB,64,574294
Greece,GRC,64,25336268
Grenada,GRD,64,28567
Guam,GUM,64,4829
Guatemala,GTM,64,3389
Guinea,GIN,64,9501
Guyana,GUY,64,56179
Haiti,HTI,64,25111
Honduras,HND,64,49530
"China, Hong Kong SAR",HKG,64,36270246
Hungary,HUN,64,45463144
Iceland,ISL,64,1901603
Indonesia,IDN,64,531631
Iran,IRN,64,519746
Iraq,IRQ,64,313147
Ireland,IRL,64,299048823
Israel,ISR,64,4033908
Italy,ITA,64,148327943
Côte d'Ivoire,CIV,64,78468
Jamaica,JAM,64,36205
Japan,JPN,64,22463763
Kazakhstan,KAZ,64,458672
Jordan,JOR,64,205671
Kenya,KEN,64,246941
Rep. of Korea,KOR,64,6409851
Kuwait,KWT,64,3493118
Kyrgyzstan,KGZ,64,47854
Lebanon,LBN,64,914792
Latvia,LVA,64,2673796
Liberia,LBR,64,7810
Libya,LBY,64,149166
Lithuania,LTU,64,2260648
Luxembourg,LUX,64,2963748
"China, Macao SAR",MAC,64,2586623
Madagascar,MDG,64,2424
Malaysia,MYS,64,2375148
Maldives,MDV,64,71314
Mali,MLI,64,34808
Malta,MLT,64,5593638
Mauritius,MUS,64,55094
Mexico,MEX,64,438182
Mongolia,MNG,64,71812
Rep. of Moldova,MDA,64,107258
Montenegro,MNE,64,3000
Montserrat,MSR,64,4945
Morocco,MAR,64,277656
Mozambique,MOZ,64,14698
Oman,OMN,64,501882
Namibia,NAM,64,3461
Nepal,NPL,64,11924
Netherlands,NLD,64,313177096
Saint Maarten,SXM,64,37683
Bonaire,BES,64,4111
New Caledonia,NCL,64,15587
New Zealand,NZL,64,1955539
Niger,NER,64,5406
Nigeria,NGA,64,830987
Norway,NOR,64,4715831
Pakistan,PAK,64,268739
Panama,PAN,64,629199
Papua New Guinea,PNG,64,2277
Peru,PER,64,478990
Philippines,PHL,64,373594
Poland,POL,64,68790430
Portugal,PRT,64,10133646
Qatar,QAT,64,4030849
Romania,ROU,64,11742421
Russian Federation,RUS,64,5997229
Rwanda,RWA,64,2027
Saint Helena,SHN,64,74369
Saint Kitts and Nevis,KNA,64,17763
Anguilla,AIA,64,14652
Saint Lucia,LCA,64,37982
Saint Vincent and the Grenadines,VCT,64,42988
San Marino,SMR,64,2268
Sao Tome and Principe,STP,64,4188
Saudi Arabia,SAU,64,4833721
Senegal,SEN,64,63761
Serbia,SRB,64,442700
Seychelles,SYC,64,47437
Sierra Leone,SLE,64,56028
India,IND,64,2037693
Singapore,SGP,64,3096312
Slovakia,SVK,64,11926896
Viet Nam,VNM,64,930775
Slovenia,SVN,64,2576698
Somalia,SOM,64,22299
South Africa,ZAF,64,3532170
Zimbabwe,ZWE,64,35685
Spain,ESP,64,90469600
Sudan,SDN,64,49295
Swaziland,SWZ,64,62090
Sweden,SWE,64,34502768
Switzerland,CHE,64,10086460
Thailand,THA,64,881891
Togo,TGO,64,425574
Trinidad and Tobago,TTO,64,103112
United Arab Emirates,ARE,64,14897115
Tunisia,TUN,64,80291
Turkey,TUR,64,6874038
Turkmenistan,TKM,64,65405
Turks and Caicos Isds,TCA,64,62546
Uganda,UGA,64,320240
Ukraine,UKR,64,2120148
TFYR of Macedonia,MKD,64,22969
Egypt,EGY,64,362225
United Rep. of Tanzania,TZA,64,16194
USA,USA,64,54329168
Uruguay,URY,64,493025
Venezuela,VEN,64,4154
Yemen,YEM,64,8109
Zambia,ZMB,64,4042
Afghanistan,AFG,65,79466
Albania,ALB,65,8063
Algeria,DZA,65,23128
Andorra,AND,65,9691
Angola,AGO,65,13894
Antigua and Barbuda,ATG,65,4744
Azerbaijan,AZE,65,103118
Argentina,ARG,65,78836
Australia,AUS,65,3055852
Austria,AUT,65,3507333
Bahamas,BHS,65,30549
Bahrain,BHR,65,170374
Armenia,ARM,65,16593
Barbados,BRB,65,38174
Belgium,BEL,65,8697862
Bermuda,BMU,65,63300
Bosnia Herzegovina,BIH,65,5304
Botswana,BWA,65,69469
Brazil,BRA,65,157943
Belize,BLZ,65,2823
Br. Virgin Isds,VGB,65,5706
Brunei Darussalam,BRN,65,297190
Bulgaria,BGR,65,446312
Belarus,BLR,65,45665
Cambodia,KHM,65,2104
Cameroon,CMR,65,14108
Canada,CAN,65,1360670
Cabo Verde,CPV,65,8876
Cayman Isds,CYM,65,3735
Sri Lanka,LKA,65,70177
Chile,CHL,65,37579
China,CHN,65,700663
Colombia,COL,65,69303
Dem. Rep. of the Congo,COD,65,4149
Costa Rica,CRI,65,60678
Croatia,HRV,65,209703
Cyprus,CYP,65,342453
Czechia,CZE,65,2562795
Benin,BEN,65,1126
Denmark,DNK,65,3761261
Dominica,DMA,65,7565
Equatorial Guinea,GNQ,65,65815
Ethiopia,ETH,65,150378
Estonia,EST,65,314020
Faeroe Isds,FRO,65,23126
Falkland Isds (Malvinas),FLK,65,46866
Finland,FIN,65,2631591
France,FRA,65,27735119
French Polynesia,PYF,65,1501
Georgia,GEO,65,32540
State of Palestine,PSE,65,2554
Germany,DEU,65,30109269
Ghana,GHA,65,36644
Gibraltar,GIB,65,113958
Greece,GRC,65,1211125
Guinea,GIN,65,2624
Guyana,GUY,65,48889
"China, Hong Kong SAR",HKG,65,1608837
Hungary,HUN,65,1147275
Iceland,ISL,65,301770
Indonesia,IDN,65,23454
Iran,IRN,65,14994
Iraq,IRQ,65,5399
Ireland,IRL,65,21131659
Israel,ISR,65,261258
Italy,ITA,65,9438429
Côte d'Ivoire,CIV,65,56043
Jamaica,JAM,65,73256
Japan,JPN,65,2698961
Kazakhstan,KAZ,65,88722
Jordan,JOR,65,92972
Kenya,KEN,65,7811
Rep. of Korea,KOR,65,667078
Kuwait,KWT,65,214771
Lebanon,LBN,65,169441
Latvia,LVA,65,432632
Liberia,LBR,65,1765
Libya,LBY,65,31299
Lithuania,LTU,65,304308
Luxembourg,LUX,65,246801
"China, Macao SAR",MAC,65,36575
Malaysia,MYS,65,77622
Maldives,MDV,65,23655
Mali,MLI,65,10524
Malta,MLT,65,425880
Mauritius,MUS,65,40616
Mexico,MEX,65,193504
Mongolia,MNG,65,1237
Montenegro,MNE,65,3808
Montserrat,MSR,65,1723
Morocco,MAR,65,72967
Oman,OMN,65,180269
Netherlands,NLD,65,8806852
Aruba,ABW,65,4271
Saint Maarten,SXM,65,8572
New Caledonia,NCL,65,5908
New Zealand,NZL,65,484042
Nigeria,NGA,65,107816
Norway,NOR,65,1221997
Pakistan,PAK,65,675746
Panama,PAN,65,1400
Peru,PER,65,89020
Philippines,PHL,65,23384
Poland,POL,65,4535009
Portugal,PRT,65,1269531
Qatar,QAT,65,305967
Romania,ROU,65,590397
Russian Federation,RUS,65,561407
Saint Kitts and Nevis,KNA,65,24107
Anguilla,AIA,65,1272
Saint Lucia,LCA,65,33093
Saint Vincent and the Grenadines,VCT,65,12989
Saudi Arabia,SAU,65,25668100
Senegal,SEN,65,9641
Serbia,SRB,65,156339
Seychelles,SYC,65,3085
Sierra Leone,SLE,65,15001
India,IND,65,302260
Singapore,SGP,65,1878202
Slovakia,SVK,65,1636660
Viet Nam,VNM,65,7325
Slovenia,SVN,65,476694
Somalia,SOM,65,48908
South Africa,ZAF,65,297523
Spain,ESP,65,8598836
South Sudan,SSD,65,47985
Sudan,SDN,65,30582
Sweden,SWE,65,6946641
Switzerland,CHE,65,2497906
Thailand,THA,65,121101
Togo,TGO,65,5507
Trinidad and Tobago,TTO,65,83600
United Arab Emirates,ARE,65,1454045
Tunisia,TUN,65,8864
Turkey,TUR,65,5007966
Turkmenistan,TKM,65,7564
Turks and Caicos Isds,TCA,65,13863
Uganda,UGA,65,7033
Ukraine,UKR,65,127300
TFYR of Macedonia,MKD,65,1601
Egypt,EGY,65,227300
United Rep. of Tanzania,TZA,65,5417
USA,USA,65,10999649
Uruguay,URY,65,1915
Yemen,YEM,65,12636
Zambia,ZMB,65,24668
Azerbaijan,AZE,66,3123
Argentina,ARG,66,8068
Australia,AUS,66,281497
Austria,AUT,66,141709
Bahrain,BHR,66,110286
Barbados,BRB,66,17404
Belgium,BEL,66,822939
Bermuda,BMU,66,13518
Bolivia (Plurinational State of),BOL,66,2961
Brazil,BRA,66,7857
Bulgaria,BGR,66,13436
Belarus,BLR,66,1237
Cameroon,CMR,66,946
Canada,CAN,66,101460
Cabo Verde,CPV,66,22761
Cayman Isds,CYM,66,5054
Chile,CHL,66,14691
China,CHN,66,462636
Colombia,COL,66,1039
Croatia,HRV,66,15437
Cyprus,CYP,66,13631
Czechia,CZE,66,222396
Denmark,DNK,66,283379
Equatorial Guinea,GNQ,66,1457
Estonia,EST,66,16475
Finland,FIN,66,109567
France,FRA,66,3538197
Georgia,GEO,66,1412
Germany,DEU,66,1680168
Ghana,GHA,66,9284
Gibraltar,GIB,66,31202
Greece,GRC,66,80014
Greenland,GRL,66,1447
Guam,GUM,66,2716
Guyana,GUY,66,35256
"China, Hong Kong SAR",HKG,66,459602
Hungary,HUN,66,221166
Iceland,ISL,66,4295
Iraq,IRQ,66,1381
Ireland,IRL,66,4524192
Israel,ISR,66,14241
Italy,ITA,66,613248
Côte d'Ivoire,CIV,66,3229
Japan,JPN,66,1228058
Kazakhstan,KAZ,66,2162
Kenya,KEN,66,10478
Rep. of Korea,KOR,66,135510
Kuwait,KWT,66,7711
Lebanon,LBN,66,1423
Latvia,LVA,66,12814
Liberia,LBR,66,1123
Lithuania,LTU,66,10002
Luxembourg,LUX,66,21399
"China, Macao SAR",MAC,66,5302
Malawi,MWI,66,5349
Malaysia,MYS,66,15310
Malta,MLT,66,28773
Mauritius,MUS,66,4133
Mexico,MEX,66,4921
Rep. of Moldova,MDA,66,1301
Montenegro,MNE,66,1358
Oman,OMN,66,14752
Netherlands,NLD,66,1054560
Bonaire,BES,66,1081
New Zealand,NZL,66,28842
Nigeria,NGA,66,119026
Norway,NOR,66,41874
Pakistan,PAK,66,747
Paraguay,PRY,66,1934
Peru,PER,66,6163
Philippines,PHL,66,2446
Poland,POL,66,465790
Portugal,PRT,66,59756
Qatar,QAT,66,24112
Romania,ROU,66,36395
Russian Federation,RUS,66,167189
Saint Kitts and Nevis,KNA,66,3819
Saint Lucia,LCA,66,52463
Saudi Arabia,SAU,66,50240
Seychelles,SYC,66,1178
India,IND,66,9891
Singapore,SGP,66,62915
Slovakia,SVK,66,523013
Slovenia,SVN,66,9413
South Africa,ZAF,66,56355
Spain,ESP,66,596183
Sweden,SWE,66,859278
Switzerland,CHE,66,123255
Thailand,THA,66,6292
Trinidad and Tobago,TTO,66,7853
United Arab Emirates,ARE,66,144522
Turkey,TUR,66,62779
Turks and Caicos Isds,TCA,66,1753
Uganda,UGA,66,16439
Ukraine,UKR,66,1176
TFYR of Macedonia,MKD,66,3041
USA,USA,66,782343
Zambia,ZMB,66,1516
Andorra,AND,67,6244
Angola,AGO,67,27418
Azerbaijan,AZE,67,1369
Australia,AUS,67,1174712
Austria,AUT,67,478030
Bahamas,BHS,67,3937
Bahrain,BHR,67,14747
Belgium,BEL,67,2820048
Bolivia (Plurinational State of),BOL,67,6102
Botswana,BWA,67,18277
Brazil,BRA,67,6753
Bulgaria,BGR,67,45223
Canada,CAN,67,51736
Cabo Verde,CPV,67,7899
Cayman Isds,CYM,67,6081
Sri Lanka,LKA,67,2027
China,CHN,67,727243
Colombia,COL,67,2884
Dem. Rep. of the Congo,COD,67,1749
Costa Rica,CRI,67,2891
Croatia,HRV,67,22662
Cyprus,CYP,67,84059
Czechia,CZE,67,314249
Denmark,DNK,67,508657
Dominican Rep.,DOM,67,1622
Estonia,EST,67,36152
Falkland Isds (Malvinas),FLK,67,2915
Finland,FIN,67,293141
France,FRA,67,9159360
Gabon,GAB,67,5068
Georgia,GEO,67,3038
Germany,DEU,67,4797529
Ghana,GHA,67,1358
Gibraltar,GIB,67,6811
Greece,GRC,67,301333
"China, Hong Kong SAR",HKG,67,104681
Hungary,HUN,67,152396
Iceland,ISL,67,71322
Indonesia,IDN,67,96694
Iraq,IRQ,67,8933
Ireland,IRL,67,6484906
Israel,ISR,67,48471
Italy,ITA,67,940914
Japan,JPN,67,56059
Kazakhstan,KAZ,67,1337
Kenya,KEN,67,96023
Rep. of Korea,KOR,67,1822
Kuwait,KWT,67,122103
Lebanon,LBN,67,59382
Latvia,LVA,67,38843
Lithuania,LTU,67,56497
Luxembourg,LUX,67,30925
Malawi,MWI,67,1784
Maldives,MDV,67,14982
Malta,MLT,67,65862
Mauritania,MRT,67,2335
Mauritius,MUS,67,3400
Rep. of Moldova,MDA,67,1903
Montenegro,MNE,67,25625
Morocco,MAR,67,26481
Netherlands,NLD,67,4022565
New Zealand,NZL,67,79121
Nigeria,NGA,67,1088743
Norway,NOR,67,346164
Peru,PER,67,1034
Poland,POL,67,426862
Portugal,PRT,67,759318
Qatar,QAT,67,43035
Romania,ROU,67,89450
Russian Federation,RUS,67,113777
Saudi Arabia,SAU,67,47952
Seychelles,SYC,67,4933
Sierra Leone,SLE,67,10940
India,IND,67,9813
Singapore,SGP,67,18246
Slovakia,SVK,67,33178
Slovenia,SVN,67,26576
South Africa,ZAF,67,248879
Zimbabwe,ZWE,67,1230
Spain,ESP,67,1364191
Sweden,SWE,67,2697289
Switzerland,CHE,67,347491
Syria,SYR,67,52414
Thailand,THA,67,25066
United Arab Emirates,ARE,67,632525
Tunisia,TUN,67,3796
Turkey,TUR,67,123732
Turks and Caicos Isds,TCA,67,2523
Egypt,EGY,67,3235
United Rep. of Tanzania,TZA,67,5433
USA,USA,67,3246721
Zambia,ZMB,67,5960
Albania,ALB,68,29932
Algeria,DZA,68,814683
Andorra,AND,68,13628
Angola,AGO,68,152628
Antigua and Barbuda,ATG,68,58363
Azerbaijan,AZE,68,2880818
Argentina,ARG,68,469556
Australia,AUS,68,11228106
Austria,AUT,68,25875525
Bahamas,BHS,68,168255
Bahrain,BHR,68,1060762
Bangladesh,BGD,68,152121
Armenia,ARM,68,8772
Barbados,BRB,68,102743
